,PostalCode,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
808,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Crafty Coyote,43.66559307383268,-79.40862274504491,Beer Bar
809,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Hodo Kwaja 호도과자,43.6642403221846,-79.41557903826563,Dessert Shop
810,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Eva's Original Chimneys,43.665608421839806,-79.4090342859261,Ice Cream Shop
811,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Fuwa Fuwa Japanese Pancakes,43.66587984725407,-79.40783968911445,Pastry Shop
812,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Volta Coffee,43.667314,-79.412145,Coffee Shop
813,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Put A Cone On It,43.664323,-79.414514,Ice Cream Shop
814,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Pho 88,43.6649,-79.412861,Vietnamese Restaurant
815,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Los Guacamoles,43.664751,-79.415007,Mexican Restaurant
816,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,George's Deli & BBQ,43.664896832155215,-79.41057358529474,Deli / Bodega
817,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Sunrise House Korean Restaurant 해뜨는집,43.66418287914217,-79.41574611551155,Korean Restaurant
818,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,The Good Neighbour,43.66398338946789,-79.41664049314092,Coffee Shop
819,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Victory Cafe,43.665766643491544,-79.40866170911863,Bar
820,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,BMV Books,43.66586,-79.406824,Bookstore
821,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Real Fruit Bubble Tea 真果茶坊,43.66420068677,-79.41584970295514,Bubble Tea Shop
822,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Coffee Pocket,43.66394931021736,-79.41696001820671,Coffee Shop
823,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Buk Chang Dong Soon Tofu,43.663841985166,-79.41709282188468,Korean Restaurant
824,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,The White Brick Kitchen,43.66429959529842,-79.41494748611514,American Restaurant
825,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Tacos El Asador,43.663751,-79.416954,Taco Place
826,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Barrio Coreano,43.664294408144706,-79.4150189533165,Mexican Restaurant
827,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,P.A.T. Central Market 한국식품,43.66395515985428,-79.41633962211277,Grocery Store
828,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Rakia Bar,43.664658,-79.415322,Eastern European Restaurant
829,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Karma Co-operative,43.66818455762173,-79.41450362458382,Grocery Store
830,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Curbside Cycle,43.665820270961284,-79.4079782001808,Bike Shop
831,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,By the Way Cafe,43.66591829788256,-79.40752980847725,Middle Eastern Restaurant
832,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Famoso Neapolitan Pizzeria,43.66619627664693,-79.40656418036734,Italian Restaurant
833,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Chinese Dumpling House 中华饺子楼,43.66451790083401,-79.41412828715735,Chinese Restaurant
834,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Napoli Centrale,43.669391,-79.413028,Pizza Place
835,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Doo Roo Ae 두루애,43.66417549354401,-79.4156573724109,Korean Restaurant
836,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Bloor Fruit Market,43.664209763125186,-79.4160101420053,Grocery Store
837,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Tofu Village 두부마을 豆腐村,43.663942814604496,-79.4166519368674,Korean Restaurant
838,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,COBS Bread,43.66622171718618,-79.40606647691668,Bakery
839,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Spring Nails,43.66431438008676,-79.41517061947587,Cosmetics Shop
840,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Korea House,43.66408075219111,-79.41618113006092,Korean Restaurant
841,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Basecamp Climbing,43.66397387263951,-79.41646905839723,Rock Climbing Spot
842,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Lim Ga Ne Korean Restaurant 임가네,43.66394504978582,-79.41688239269187,Korean Restaurant
843,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Paldo Gangsan 팔도강산,43.66381881598114,-79.41742911751739,Korean Restaurant
844,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,KINTON RAMEN,43.66405024207387,-79.41626381334144,Ramen Restaurant
845,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Royal Boonsik 로얄분식,43.6642572852485,-79.4151937693211,Korean Restaurant
846,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Imonay House Restaurant 뉴 · 이모네집,43.66412292954772,-79.41581478743696,Korean Restaurant
847,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Roll House 원 짜장면집,43.66430427992619,-79.41528615921186,Korean Restaurant
848,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Japanhako,43.663811,-79.417655,Japanese Restaurant
849,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,KFC,43.6644,-79.4147,Fast Food Restaurant
850,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Echo Karaoke,43.663732,-79.417285,Karaoke Bar
851,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Pour Boy,43.66430240477133,-79.4160915098421,Pub
852,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,The Owl | Boo Ung Ee,43.66380919935762,-79.41745422069958,Korean Restaurant
853,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Home Of Hot Taste,43.664207,-79.41558,Fried Chicken Joint
854,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Clinton's,43.66367961628134,-79.41730218307194,Bar
855,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Palmerston Market,43.667668455938326,-79.41454192645628,Convenience Store
856,M3H,"Bathurst Manor, Wilson Heights, Downsview North",43.6655189,-79.4119373,Poop Café,43.66377776016274,-79.41765961253083,Café
857,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Bamiyan Kabob,43.70782435998825,-79.34344628586337,Afghan Restaurant
858,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Fit4Less,43.705689,-79.346018,Gym
859,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Costco,43.70705091308799,-79.3480933503406,Warehouse Store
860,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Pasha Authentic Turkish Cuisine,43.708239752282864,-79.34269885561817,Turkish Restaurant
861,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
862,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
863,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
864,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,A&W,43.706275,-79.34467,Fast Food Restaurant
865,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Subway,43.704596336290024,-79.34967021023124,Sandwich Place
866,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Starbucks,43.707899,-79.343347,Coffee Shop
867,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Faley Restaurant,43.70811251975841,-79.34357902389091,Indian Restaurant
868,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Petro-Canada,43.704058,-79.348094,Gas Station
869,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,RBC Royal Bank,43.70736053098986,-79.34314104727267,Bank
870,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,TD Canada Trust,43.7063562,-79.3456426,Bank
871,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
872,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
873,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Afghan Cuisine,43.7080751573203,-79.34298516936218,Afghan Restaurant
874,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
875,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Food Basics,43.70531094557909,-79.34732168914252,Supermarket
876,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Swiss Chalet,43.707786042366365,-79.34413242874473,Restaurant
877,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Quiznos,43.705887244788975,-79.34702342783567,Sandwich Place
878,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Dollarama,43.705689,-79.346018,Discount Store
879,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Anatolian's Turkish Restaurant,43.708056671215886,-79.34263647483004,Turkish Restaurant
880,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,TTC Bus #100 Flemingdon Park,43.70677140337971,-79.34658765792847,Bus Line
881,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Popeyes Louisiana Kitchen,43.7078089496658,-79.34304867541769,Fried Chicken Joint
882,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Kandahar Kabab,43.70525,-79.348625,Middle Eastern Restaurant
883,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Cashmere Threads,43.7019915,-79.3433483,Women's Store
884,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Capital Sweets and Samosas,43.70788689104174,-79.3433716818008,Indian Restaurant
885,M4H,Thorncliffe Park,43.704553000000004,-79.3454074,Belyea Bros. Heating & Cooling,43.70878010117987,-79.34659838676453,Home Service
886,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,General Assembly,43.647326115934106,-79.39304291907733,Pizza Place
887,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,YYoga,43.64972499320129,-79.39198265471717,Yoga Studio
888,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Bar Hop Brewco,43.649068842850404,-79.39345567330301,Beer Bar
889,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
890,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Dark Horse Espresso Bar,43.64829161679981,-79.39039040155937,Coffee Shop
891,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Omg! Oh My Gyro!,43.6500639687058,-79.39110371201055,Souvlaki Shop
892,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Swipe Books on Advertising & Design,43.64815607248922,-79.3940703226255,Bookstore
893,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
894,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,TIFF Bell Lightbox,43.64634159071232,-79.39006297129853,Movie Theater
895,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Umbra Concept Store,43.650417,-79.391136,Furniture / Home Store
896,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Michaels,43.64869949375211,-79.3910962343216,Arts & Crafts Store
897,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
898,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
899,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Figo,43.64772466405093,-79.39052085550152,Italian Restaurant
900,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Scotiabank Theatres,43.648829331652806,-79.39078229912828,Movie Theater
901,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Little Nicky's,43.64901385191496,-79.39352086543202,Coffee Shop
902,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Princess Of Wales Theatre,43.64654315405365,-79.38910030187289,Theater
903,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,RaviSoups,43.64736939566164,-79.39183955161323,Soup Place
904,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Rudsak,43.64976788010008,-79.39143943185609,Boutique
905,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
906,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
907,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Second City,43.64563251724917,-79.39122468317156,Comedy Club
908,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Lush,43.64945931504611,-79.39413651823997,Cosmetics Shop
909,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Starbucks,43.647586,-79.392531,Coffee Shop
910,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,401 Richmond,43.64790630817995,-79.39521906011258,Art Gallery
911,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,John Fluevog Shoes,43.6499881760459,-79.39079046249388,Shoe Store
912,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Rialto Espresso Bar,43.648059,-79.389791,Café
913,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Second City Training Centre,43.64612765977174,-79.392469931902,School
914,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
915,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
916,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Flock,43.64739665601302,-79.39228860610514,Salad Place
917,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Le Germain Hotel Toronto Mercer,43.64575555057125,-79.39090442494489,Hotel
918,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Town Crier Pub,43.64811,-79.390198,Pub
919,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,barre3,43.646317516225395,-79.39094024700876,Gym / Fitness Center
920,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Malaparte,43.646438198845594,-79.39028956687704,Event Space
921,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Alo,43.64857357946059,-79.39624325999638,French Restaurant
922,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
923,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Buna's Kitchen,43.64804220591876,-79.39493648214875,Bistro
924,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Fresh On Spadina,43.648048207763615,-79.39600791264331,Vegetarian / Vegan Restaurant
925,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,lululemon athletica,43.64930053147295,-79.39429631547799,Clothing Store
926,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,La Carnita,43.647291470152034,-79.389929645749,Taco Place
927,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
928,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Yeti Nails & Spa,43.647937726631774,-79.3963296299419,Cosmetics Shop
929,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
930,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Aloette,43.648380956878,-79.39618583130652,Restaurant
931,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Chipotle Mexican Grill,43.64956,-79.39165,Mexican Restaurant
932,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Yoga Tree Downtown,43.647902460114445,-79.39608601147005,Yoga Studio
933,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Khao San Road,43.64630148944898,-79.39381131495668,Thai Restaurant
934,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
935,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Get Outside,43.6488482587458,-79.39577748658837,Shoe Store
936,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Peter Pan,43.649233467768255,-79.39359100892904,Bistro
937,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Bar Hop,43.64560340159375,-79.3935826420784,Beer Bar
938,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
939,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
940,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Millie Patisserie & Creamery,43.64646764207871,-79.39429753563411,Dessert Shop
941,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Avenue Open Kitchen,43.647273151492655,-79.39631997359885,Diner
942,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Akira Back,43.645375789305994,-79.39206284397356,Japanese Restaurant
943,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Spadina Optometry,43.647235920384865,-79.39568268778311,Optical Shop
944,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Royal Alexandra Theatre,43.647255,-79.38753,Theater
945,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Victor Restaurant & Bar,43.64563436248102,-79.39112538566908,Bar
946,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Strange Love,43.646301465741814,-79.39518379105066,Coffee Shop
947,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Fifth & Terrace,43.649249809335,-79.38931975675418,Modern European Restaurant
948,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Green Box Fresh Food Bar,43.650437581817954,-79.38861137514365,Sandwich Place
949,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Café Crêpe,43.64994045003638,-79.3909491448013,French Restaurant
950,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
951,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Banh Mi Boys,43.648649805139854,-79.39685914804579,Sandwich Place
952,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,EB Games,43.6489361368077,-79.3953942781761,Video Game Store
953,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Much Music Video Awards (MMVA's),43.64999294848099,-79.39054666005632,Music Venue
954,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
955,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Hey Lucy,43.64644323473171,-79.3900444274345,Pizza Place
956,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
957,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Bulk Barn,43.64558635799782,-79.39371943473816,Food & Drink Shop
958,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Momentos,43.64754799198248,-79.38891405541862,Nightclub
959,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,BMV-Q (BMV Bookstore),43.65001193338498,-79.39076272691233,Bookstore
960,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Le Gourmand Café,43.648282339042105,-79.39623145239167,Café
961,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Tutti Matti,43.647155673595215,-79.39390546265925,Italian Restaurant
962,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Bang Sue Bar,43.64621859063315,-79.3937481299766,Speakeasy
963,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
964,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Kost,43.64532432907937,-79.39242353894822,Restaurant
965,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Tim Hortons,43.649256502895255,-79.3911512196064,Coffee Shop
966,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Horseshoe Tavern,43.6493390929762,-79.3959763512841,Music Venue
967,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
968,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Planta Queen,43.650622,-79.388154,Vegetarian / Vegan Restaurant
969,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Lavish & Squalor,43.65030427070834,-79.38892664709715,Clothing Store
970,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Kekou Gelato House,43.648651876492046,-79.39690109356265,Ice Cream Shop
971,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Cardio-Go,43.64701650155176,-79.38814275495332,Gym
972,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Kupfert & Kim,43.64794381005563,-79.39612137378384,Vegetarian / Vegan Restaurant
973,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Aboveground Art Supplies,43.652645648070006,-79.3909251764317,Arts & Crafts Store
974,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,A&W,43.645982,-79.389621,Fast Food Restaurant
975,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Malabar Limited,43.650616980063944,-79.389945826656,Costume Shop
976,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Kops Records,43.65051219841103,-79.38812570541256,Record Shop
977,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
978,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Grange Park,43.652487552998565,-79.39205307540142,Park
979,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Essential Beauty Bar,43.65051268683632,-79.38802119167447,Cosmetics Shop
980,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
981,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Me Va Me,43.65005490955589,-79.39055494048628,Middle Eastern Restaurant
982,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Ontario College of Art and Design University (OCADU),43.65280251171013,-79.3910743699992,University
983,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Kibo Sushi House,43.64644466833681,-79.39420343605558,Sushi Restaurant
984,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,The Porch,43.64825063999569,-79.38900157428692,Bar
985,M5H,"Richmond, Adelaide, King",43.6485875,-79.39137290000001,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
986,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Burdock,43.659470306696136,-79.43776297693451,Beer Bar
987,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Three Speed,43.6592927979752,-79.43802453551683,Bar
988,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Pancho's Bakery,43.66014559561087,-79.4354876494634,Bakery
989,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Burdock Bottle Shop,43.65961343579909,-79.43770721985075,Beer Store
990,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Hogtown Vegan,43.66052354017386,-79.43252479949501,Vegetarian / Vegan Restaurant
991,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Rosie Robin A Touch Of Convenience,43.66318235854112,-79.43542722772675,Café
992,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,La Tortilleria Market,43.65960173628417,-79.43508531329248,Mexican Restaurant
993,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Grey Tiger,43.659392686837066,-79.43784602953795,Cocktail Bar
994,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Home Baking Co.,43.65898788530857,-79.43986431030915,Bakery
995,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Wenona Lodge,43.66041705699988,-79.43282206002945,Bar
996,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Bar Neon,43.659091096899985,-79.43924225757398,Cocktail Bar
997,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Brock Sandwich,43.65884589365906,-79.44052108283755,Sandwich Place
998,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Field Trip Cafe,43.66125961972056,-79.43044968471274,Café
999,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,The Common,43.660758174539815,-79.43134507943164,Coffee Shop
1000,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,The 47,43.65890754807341,-79.4399735663485,Bar
1001,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,TOWN,43.659218,-79.439124,Gift Shop
1002,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Dufferin Grove Park Ice Rink,43.657166695795475,-79.43354596235628,Skating Rink
1003,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,COO Café Bread or Rice,43.660555,-79.431919,Japanese Restaurant
1004,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Wise Bar,43.66092172007786,-79.43043095205697,Bar
1005,M6H,"Dufferin, Dovercourt Village",43.6602019,-79.4357191,Dufferin Grove Farmers' Market,43.65677442580944,-79.43349051836829,Farmers Market
